event_type,gbtt_timestamp,original_loc_stanox,planned_timestamp,timetable_variation,original_loc_timestamp,current_train_id,delay_monitoring_point,next_report_run_time,reporting_stanox,actual_timestamp,correction_ind,event_source,train_file_address,platform,division_code,train_terminated,train_id,offroute_ind,variation_status,train_service_code,toc_id,loc_stanox,auto_expected,direction_ind,route,planned_event_type,next_report_stanox,line_ind
ARRIVAL,,,,0,,,false,,,2023-05-27 02:23:00,false,AUTOMATIC,MFJ,,09,false,424L26CX26,true,OFF ROUTE,54606070,09,51130,,,,ARRIVAL,,
ARRIVAL,,,2023-05-27 04:24:00,1,,,false,1,00000,2023-05-27 04:25:00,false,AUTOMATIC,,,30,false,525I26M427,false,LATE,22216001,30,52078,true,,,ARRIVAL,52088,
DEPARTURE,,,2023-05-27 02:24:30,3,,,true,5,73663,2023-05-27 02:21:00,false,AUTOMATIC,MF9, 1,05,false,366O461Z26,false,EARLY,56609010,05,73663,true,DOWN,DOWN,DEPARTURE,73775,M
ARRIVAL,2023-05-27 01:05:00,,2023-05-27 01:05:00,77,,,false,1,00000,2023-05-27 02:22:00,false,AUTOMATIC,MM5,,54,false,724O342926,false,LATE,55460180,54,74250,true,DOWN,DOWN,ARRIVAL,74265,U
DEPARTURE,,,2023-05-27 02:45:00,23,,,true,12,12112,2023-05-27 02:22:00,false,AUTOMATIC,M7W, 2,35,false,721S25M726,false,EARLY,23558003,35,12112,true,DOWN,DOWN,DEPARTURE,12106,M
ARRIVAL,2023-05-27 02:24:00,,2023-05-27 02:23:30,0,,,false,1,00000,2023-05-27 02:23:00,false,AUTOMATIC,, 2,88,false,541P00M127,false,ON TIME,22727100,88,53201,true,DOWN,DOWN,ARRIVAL,45611,
DEPARTURE,,,2023-05-27 02:00:00,21,,,true,2,89144,2023-05-27 02:21:00,false,AUTOMATIC,MIM, 1,05,false,886X311826,false,LATE,53790125,05,89144,true,UP,UP,DEPARTURE,89139,
DEPARTURE,,,2023-05-27 02:46:30,25,,,true,18,12132,2023-05-27 02:21:00,false,AUTOMATIC,LZW, 2,09,false,514S831W26,false,EARLY,54606070,09,12132,true,DOWN,DOWN,DEPARTURE,12112,F
DEPARTURE,,,2023-05-27 02:25:00,4,,,true,2,73255,2023-05-27 02:21:00,false,AUTOMATIC,MNU, 4,09,false,864L802027,false,EARLY,54606070,09,73255,true,UP,UP,DEPARTURE,73251,U
DEPARTURE,,,2023-05-27 02:22:30,0,,,false,2,00000,2023-05-27 02:22:00,false,AUTOMATIC,,,88,false,629W05M127,false,ON TIME,22720000,88,63547,true,UP,UP,DEPARTURE,63551,S
DEPARTURE,,,2023-05-27 03:09:30,47,,,true,5,52045,2023-05-27 02:22:00,false,AUTOMATIC,MFD,,09,false,664L77C826,false,EARLY,54606070,09,52045,true,DOWN,DOWN,DEPARTURE,52038,D
DEPARTURE,,,2023-05-27 04:14:00,112,,,false,3,00000,2023-05-27 02:22:00,false,AUTOMATIC,MKC,,54,false,664L292726,false,EARLY,55460180,54,49153,true,DOWN,DOWN,DEPARTURE,49155,S
ARRIVAL,,,2023-05-27 02:34:00,11,,,true,11,82101,2023-05-27 02:23:00,false,AUTOMATIC,,,25,false,851A50M726,false,EARLY,25396002,25,82101,true,,,ARRIVAL,75363,
DEPARTURE,,,2023-05-27 03:27:00,66,,,true,1,81305,2023-05-27 02:21:00,false,AUTOMATIC,MJ8, 1,05,false,816M58C227,false,EARLY,56155120,05,81305,true,DOWN,DOWN,DEPARTURE,81304,1
ARRIVAL,,,2023-05-27 02:23:00,0,,,true,1,87611,2023-05-27 02:23:00,false,AUTOMATIC,,,88,false,879W04M127,false,ON TIME,22729000,88,87611,true,,,ARRIVAL,87249,
DEPARTURE,2023-05-27 02:13:00,,2023-05-27 02:13:00,9,,,true,2,87801,2023-05-27 02:22:00,false,AUTOMATIC,, 2,88,false,629W01M027,false,LATE,22720000,88,87801,true,DOWN,DOWN,DEPARTURE,87901,F
DEPARTURE,,,2023-05-27 02:19:30,3,,,false,20,00000,2023-05-27 02:22:00,false,MANUAL,MEL,,09,false,046Z401926,false,LATE,54606571,09,03101,,,,DEPARTURE,03100,
ARRIVAL,2023-05-27 02:07:00,,2023-05-27 02:07:00,16,,,false,1,00000,2023-05-27 02:23:00,false,AUTOMATIC,, 4,88,false,879W00M027,false,LATE,22721000,88,63212,true,DOWN,DOWN,ARRIVAL,63209,
ARRIVAL,,,2023-05-27 01:53:00,30,,,true,1,73822,2023-05-27 02:23:00,false,AUTOMATIC,MFR,,05,false,664O631Z26,false,LATE,52407530,05,73822,true,,,ARRIVAL,74005,
ARRIVAL,,,2023-05-27 03:12:30,49,,,true,49,51558,2023-05-27 02:23:00,false,AUTOMATIC,MHS,,97,false,704L27C027,false,EARLY,52662090,97,51558,true,,,ARRIVAL,51551,
ARRIVAL,2023-05-27 02:19:00,,2023-05-27 02:19:00,5,,,true,,55247,2023-05-27 02:24:00,false,AUTOMATIC,, 6,28,true,631D88M926,false,LATE,22153000,28,55247,true,DOWN,DOWN,DESTINATION,,
DEPARTURE,2023-05-27 04:02:00,,2023-05-27 04:02:00,86,,,true,21,04834,2023-05-27 02:36:00,false,AUTOMATIC,MJE,,42,false,153Q812726,false,EARLY,52495112,42,04834,true,DOWN,DOWN,DEPARTURE,04840,
DEPARTURE,2023-05-27 04:12:00,,2023-05-27 04:12:00,0,,,true,3,50318,2023-05-27 04:12:00,false,AUTOMATIC,, 1,21,false,501K01M427,false,ON TIME,21943001,21,50318,true,UP,UP,DEPARTURE,50321,
DEPARTURE,,,2023-05-27 04:35:00,23,,,true,6,49145,2023-05-27 04:12:00,false,AUTOMATIC,MQD, 1,54,false,494E14C427,false,EARLY,55460180,54,49145,true,UP,UP,DEPARTURE,49151,U
DEPARTURE,,,2023-05-27 05:18:00,66,,,false,3,00000,2023-05-27 04:12:00,false,AUTOMATIC,,,88,false,545T01M527,false,EARLY,21788001,88,54203,true,UP,UP,DEPARTURE,54238,2
DEPARTURE,2023-05-27 04:29:00,,2023-05-27 04:29:00,15,,,false,7,00000,2023-05-27 04:14:00,false,AUTOMATIC,MQK,,09,false,664O181427,false,EARLY,54606070,09,66327,true,UP,UP,DEPARTURE,66293,F
DEPARTURE,,,2023-05-27 03:33:00,39,,,false,5,00000,2023-05-27 04:12:00,false,AUTOMATIC,MGC, 5,54,false,514M68C227,false,LATE,55460180,54,72021,true,DOWN,DOWN,DEPARTURE,72007,S
DEPARTURE,,,2023-05-27 04:29:30,16,,,true,17,74822,2023-05-27 04:13:00,false,AUTOMATIC,MT7,,09,false,826A171327,false,EARLY,57622972,09,74822,true,UP,UP,DEPARTURE,74821,
DEPARTURE,,,2023-05-27 06:24:30,131,,,false,3,00000,2023-05-27 04:13:00,false,AUTOMATIC,MM1,,54,false,663Q981926,false,EARLY,54761000,54,65533,true,UP,UP,DEPARTURE,65553,
DEPARTURE,,,2023-05-27 04:09:00,3,,,false,6,00000,2023-05-27 04:12:00,false,AUTOMATIC,MJK, 1,42,false,883Q44C726,false,LATE,52495112,42,88433,true,DOWN,DOWN,DEPARTURE,88515,
DEPARTURE,2023-05-27 04:13:00,,2023-05-27 04:13:00,1,,,true,2,62011,2023-05-27 04:12:00,false,AUTOMATIC,, 3,88,false,629T01M427,false,EARLY,22720000,88,62011,true,UP,UP,DEPARTURE,62016,S
ARRIVAL,2023-05-27 04:17:00,,2023-05-27 04:17:00,4,,,true,,00000,2023-05-27 04:13:00,false,AUTOMATIC,, 4,21,true,525B03M427,false,EARLY,21916400,21,51931,true,DOWN,DOWN,DESTINATION,,
DEPARTURE,,,2023-05-27 04:12:00,1,,,false,4,00000,2023-05-27 04:13:00,false,AUTOMATIC,MLG,,09,false,514V30C926,false,LATE,54606070,09,76091,true,DOWN,DOWN,DEPARTURE,76089,D
DEPARTURE,,,2023-05-27 04:13:30,0,,,false,2,00000,2023-05-27 04:13:00,false,AUTOMATIC,MIL,,05,false,494E45C826,false,ON TIME,52407540,05,23443,true,DOWN,DOWN,DEPARTURE,23421,1
DEPARTURE,,,2023-05-27 04:07:30,6,,,false,3,00000,2023-05-27 04:13:00,false,MANUAL,,,71,false,401H77M327,false,LATE,22345000,71,35702,,,,DEPARTURE,35701,
DEPARTURE,2023-05-27 04:12:00,,2023-05-27 04:12:00,0,,,false,,00000,2023-05-27 04:12:00,false,AUTOMATIC,, 2,30,false,529I31M427,false,ON TIME,22215003,30,52049,true,DOWN,DOWN,DEPARTURE,87660,
DEPARTURE,2023-05-27 04:13:00,,2023-05-27 04:13:00,2,,,true,6,36173,2023-05-27 04:11:00,false,AUTOMATIC,,,65,false,365A05M427,false,EARLY,22112002,65,36173,true,DOWN,DOWN,DEPARTURE,36170,
DEPARTURE,,,2023-05-27 04:13:00,0,,,true,3,70201,2023-05-27 04:13:00,false,AUTOMATIC,,N,29,false,702N00M427,false,ON TIME,22209000,29,70201,true,UP,UP,DEPARTURE,70215,S
DEPARTURE,,,2023-05-27 04:13:00,1,,,true,3,52739,2023-05-27 04:12:00,false,AUTOMATIC,, 2,21,false,521B00M427,false,EARLY,21911000,21,52739,true,DOWN,DOWN,DEPARTURE,52736,S
DEPARTURE,2023-05-27 04:13:00,,2023-05-27 04:13:00,1,,,true,1,51007,2023-05-27 04:12:00,false,AUTOMATIC,, 3,79,false,512D01M427,false,EARLY,24936004,79,51007,true,UP,UP,DEPARTURE,51009,U
ARRIVAL,2023-05-27 04:14:00,,2023-05-27 04:14:00,0,,,true,1,79701,2023-05-27 04:14:00,false,AUTOMATIC,, 2,25,false,791L01M327,false,ON TIME,25375002,25,79701,true,UP,UP,ARRIVAL,79783,
ARRIVAL,2023-05-27 04:14:00,,2023-05-27 04:13:30,0,,,false,1,00000,2023-05-27 04:13:00,false,AUTOMATIC,, 1,30,false,879I28M427,false,ON TIME,22218000,30,52088,true,UP,UP,ARRIVAL,52084,
ARRIVAL,2023-05-27 04:36:00,,2023-05-27 04:36:30,22,,,false,46,00000,2023-05-27 04:14:00,false,AUTOMATIC,, 2,64,false,385T771427,false,EARLY,12301012,64,38184,true,UP,UP,ARRIVAL,36083,
DEPARTURE,,,2023-05-27 04:53:00,41,,,true,,46206,2023-05-27 04:12:00,false,MANUAL,MGD,,54,false,494M04C227,false,EARLY,55460180,54,46206,false,,,DEPARTURE,46205,
ARRIVAL,,,2023-05-27 05:41:00,87,,,true,87,88481,2023-05-27 04:14:00,false,AUTOMATIC,MPK,,54,false,880Z701427,false,EARLY,55460092,54,88481,true,,,ARRIVAL,88483,
DEPARTURE,,,2023-05-27 04:08:00,5,,,false,4,00000,2023-05-27 04:13:00,false,AUTOMATIC,MMS,,09,false,364L41C127,false,LATE,54606070,09,43322,true,UP,UP,DEPARTURE,43324,T
DEPARTURE,,,2023-05-27 04:07:00,5,,,true,1,43314,2023-05-27 04:12:00,false,AUTOMATIC,MMS, 4,09,false,364L41C127,false,LATE,54606070,09,43314,true,UP,UP,DEPARTURE,43322,T
DEPARTURE,2023-05-27 04:24:00,,2023-05-27 04:24:00,11,,,true,11,82092,2023-05-27 04:13:00,false,AUTOMATIC,MJ8,,05,false,816M58C227,false,EARLY,56155120,05,82092,true,UP,UP,DEPARTURE,74822,
ARRIVAL,,,2023-05-27 04:15:30,1,,,true,1,51815,2023-05-27 04:14:00,false,AUTOMATIC,,,21,false,525H011327,false,EARLY,21916400,21,51815,true,,,ARRIVAL,51722,
ARRIVAL,,,2023-05-27 04:14:00,0,,,true,1,32111,2023-05-27 04:14:00,false,AUTOMATIC,,,20,false,161P06M227,false,ON TIME,21734000,20,32111,true,,,ARRIVAL,32210,
DEPARTURE,2023-05-27 04:12:00,,2023-05-27 04:12:30,0,,,false,3,00000,2023-05-27 04:12:00,false,AUTOMATIC,, 1,88,false,532Y91M427,false,ON TIME,21723000,88,53995,true,UP,UP,DEPARTURE,54001,S
DEPARTURE,,,2023-05-27 04:35:00,22,,,true,1,73106,2023-05-27 04:13:00,false,AUTOMATIC,,,25,false,735D10M427,false,EARLY,25507005,25,73106,true,UP,UP,DEPARTURE,73108,
DEPARTURE,2023-05-27 04:26:00,,2023-05-27 04:26:00,13,,,true,1,44038,2023-05-27 04:13:00,false,AUTOMATIC,MPG,T,54,false,234H42C227,false,EARLY,55460180,54,44038,true,UP,UP,DEPARTURE,44053,S
ARRIVAL,2023-05-27 04:13:00,,2023-05-27 04:13:00,0,,,true,1,74023,2023-05-27 04:13:00,false,AUTOMATIC,, 1,25,false,732R05M327,false,ON TIME,25506005,25,74023,true,DOWN,DOWN,ARRIVAL,74024,D
DEPARTURE,2023-05-27 04:12:00,,2023-05-27 04:12:00,1,,,false,1,00000,2023-05-27 04:13:00,false,AUTOMATIC,, 3,88,false,629W13M327,false,LATE,22720000,88,63252,true,UP,UP,DEPARTURE,63305,F
DEPARTURE,,,2023-05-27 04:27:00,14,,,false,9,00000,2023-05-27 04:13:00,false,AUTOMATIC,MKP,,42,false,116Z032327,false,EARLY,53693803,42,30165,true,UP,UP,DEPARTURE,35136,
ARRIVAL,2023-05-27 04:13:00,,2023-05-27 04:12:30,2,,,false,1,00000,2023-05-27 04:14:00,false,AUTOMATIC,, 2,30,false,529I29M327,false,LATE,22215003,30,52090,true,DOWN,DOWN,ARRIVAL,87566,
DEPARTURE,2023-05-27 04:13:00,,2023-05-27 04:13:00,0,,,false,2,00000,2023-05-27 04:13:00,false,AUTOMATIC,, 1,30,false,879I26M327,false,ON TIME,22218000,30,52049,true,UP,UP,DEPARTURE,52051,
DEPARTURE,,,2023-05-27 04:15:30,2,,,true,4,51815,2023-05-27 04:13:00,false,AUTOMATIC,, 2,21,false,525H011327,false,EARLY,21916400,21,51815,true,DOWN,DOWN,DEPARTURE,51722,D
ARRIVAL,2023-05-27 04:17:00,,2023-05-27 04:17:00,3,,,true,38,42012,2023-05-27 04:14:00,false,AUTOMATIC,MGS, 2,05,false,864M781726,false,EARLY,52407529,05,42012,true,DOWN,DOWN,ARRIVAL,32581,
DEPARTURE,,,2023-05-27 04:20:30,7,,,true,3,50434,2023-05-27 04:13:00,false,AUTOMATIC,MLH,,09,false,424L82C926,false,EARLY,54606070,09,50434,true,DOWN,DOWN,DEPARTURE,50423,E
ARRIVAL,,,2023-05-27 04:38:00,24,,,false,24,00000,2023-05-27 04:14:00,false,AUTOMATIC,MUB,,09,false,864M621427,false,EARLY,54606070,09,86495,true,,,ARRIVAL,86087,
DEPARTURE,,,2023-05-27 04:27:30,14,,,false,1,00000,2023-05-27 04:13:00,false,AUTOMATIC,,,20,false,325J49M427,false,EARLY,21733000,20,32121,true,UP,UP,DEPARTURE,31339,
DEPARTURE,,,2023-05-27 03:52:00,21,,,false,2,00000,2023-05-27 04:13:00,false,AUTOMATIC,MI9,F,42,false,573Q81C926,false,LATE,52495112,42,43222,true,DOWN,DOWN,DEPARTURE,43211,D
ARRIVAL,2023-05-27 04:14:00,,2023-05-27 04:14:30,0,,,true,2,53221,2023-05-27 04:14:00,false,AUTOMATIC,, 1,88,false,535D01M327,false,ON TIME,21788001,88,53221,true,UP,UP,ARRIVAL,53223,
DEPARTURE,,,2023-05-27 05:31:30,77,,490R12C527,true,4,49138,2023-05-27 04:14:00,false,AUTOMATIC,MT5,,09,false,494R12C527,false,EARLY,54606070,09,49138,true,UP,UP,DEPARTURE,49160,L
ARRIVAL,,,2023-05-27 05:35:30,79,,490R12C527,false,79,00000,2023-05-27 04:16:00,false,AUTOMATIC,MT5,,09,false,494R12C527,false,EARLY,54606070,09,49160,true,,,ARRIVAL,49157,
DEPARTURE,,,2023-05-27 04:59:30,46,,,true,7,87106,2023-05-27 04:13:00,false,AUTOMATIC,MMW, 3,54,false,866G131327,false,EARLY,54761100,54,87106,true,UP,UP,DEPARTURE,87114,
DEPARTURE,,,2023-05-27 04:15:30,2,,,false,1,00000,2023-05-27 04:13:00,false,AUTOMATIC,,,88,false,542R98M427,false,EARLY,21788001,88,54245,true,DOWN,DOWN,DEPARTURE,54238,S
ARRIVAL,2023-05-27 04:15:00,,2023-05-27 04:15:00,1,,,true,2,54001,2023-05-27 04:14:00,false,AUTOMATIC,, 1,88,false,532Y91M427,false,EARLY,21723000,88,54001,true,UP,UP,ARRIVAL,54008,
ARRIVAL,,,2023-05-27 04:32:30,17,,527V53C327,true,17,73251,2023-05-27 04:15:00,false,AUTOMATIC,MMG,,09,false,526V53C327,false,EARLY,57622972,09,73251,true,,,ARRIVAL,73255,
DEPARTURE,,,2023-05-27 05:41:00,88,,,true,2,88481,2023-05-27 04:13:00,false,AUTOMATIC,MPK, 5,54,false,880Z701427,false,EARLY,55460092,54,88481,true,DOWN,DOWN,DEPARTURE,88483,S
DEPARTURE,,,2023-05-27 04:36:00,22,,,false,1,00000,2023-05-27 04:14:00,false,AUTOMATIC,,,25,false,735D10M427,false,EARLY,25507005,25,73108,true,UP,UP,DEPARTURE,73000,4
DEPARTURE,,,2023-05-27 01:29:30,0,,,true,4,46272,2023-05-27 01:29:00,false,MANUAL,MMM,,40,false,486J251027,false,ON TIME,53693903,40,46272,true,,,DEPARTURE,46273,
DEPARTURE,2023-05-27 04:13:00,,2023-05-27 04:13:00,0,,,true,4,87637,2023-05-27 04:13:00,false,AUTOMATIC,, 2,88,false,879W12M327,false,ON TIME,22729000,88,87637,true,UP,UP,DEPARTURE,87631,S
DEPARTURE,,,2023-05-27 04:15:00,1,,,false,3,00000,2023-05-27 04:14:00,false,AUTOMATIC,,,71,false,785L43M327,false,EARLY,25450000,71,76481,true,UP,UP,DEPARTURE,76401,
DEPARTURE,2023-05-27 04:26:00,,2023-05-27 04:26:30,17,,,true,2,49200,2023-05-27 04:09:00,false,MANUAL,MKS,,09,false,494M45C227,false,EARLY,54606070,09,49200,false,,,DEPARTURE,49211,
DEPARTURE,,,2023-05-27 04:55:00,41,,,false,2,00000,2023-05-27 04:14:00,false,AUTOMATIC,MH3,,09,false,516M93C926,false,EARLY,57620470,09,56101,true,DOWN,DOWN,DEPARTURE,27265,E
DEPARTURE,,,2023-05-27 06:04:00,111,,,true,9,69300,2023-05-27 04:13:00,false,AUTOMATIC,MCY,,42,false,744Q031926,false,EARLY,53693803,42,69300,true,DOWN,DOWN,DEPARTURE,66436,W
DEPARTURE,,,2023-05-27 04:18:00,4,,,true,5,77086,2023-05-27 04:14:00,false,AUTOMATIC,MK5,,05,false,796F05C327,false,EARLY,59430444,05,77086,true,UP,UP,DEPARTURE,76481,R
DEPARTURE,,,2023-05-27 04:30:00,17,,,true,2,45106,2023-05-27 04:13:00,false,AUTOMATIC,MMU, 5,09,false,234L40C227,false,EARLY,54606070,09,45106,true,UP,UP,DEPARTURE,45121,I
ARRIVAL,2023-05-27 04:14:00,,2023-05-27 04:14:00,1,,,true,1,52074,2023-05-27 04:15:00,false,AUTOMATIC,, 4,30,false,529I31M427,false,LATE,22215003,30,52074,true,DOWN,DOWN,ARRIVAL,52078,D
DEPARTURE,,,2023-05-27 04:51:30,37,,,false,4,00000,2023-05-27 04:14:00,false,AUTOMATIC,MQE,,54,false,494M07C427,false,EARLY,55460180,54,49154,true,UP,UP,DEPARTURE,49145,S
ARRIVAL,,,2023-05-27 04:25:00,10,,,true,10,86083,2023-05-27 04:15:00,false,AUTOMATIC,MN1,,54,false,866G141427,false,EARLY,54761100,54,86083,true,,,ARRIVAL,86080,
ARRIVAL,2023-05-27 04:13:00,,2023-05-27 04:13:30,1,,,false,1,00000,2023-05-27 04:14:00,false,AUTOMATIC,, 3,88,false,629W13M327,false,LATE,22720000,88,63305,true,UP,UP,ARRIVAL,63405,
ARRIVAL,2023-05-27 04:15:00,,2023-05-27 04:14:30,0,,,true,1,51009,2023-05-27 04:14:00,false,AUTOMATIC,, 1,79,false,512D01M427,false,ON TIME,24936004,79,51009,true,UP,UP,ARRIVAL,51011,
ARRIVAL,2023-05-27 04:13:00,,2023-05-27 04:13:00,2,,,true,1,71040,2023-05-27 04:15:00,false,AUTOMATIC,, 9,29,false,702K00M327,false,LATE,22209000,29,71040,true,UP,UP,ARRIVAL,72003,
ARRIVAL,,,2023-05-27 04:15:00,0,,,true,1,23421,2023-05-27 04:15:00,false,AUTOMATIC,MIL,,05,false,494E45C826,false,ON TIME,52407540,05,23421,true,,,ARRIVAL,23118,
DEPARTURE,,,2023-05-27 04:14:00,0,,,true,4,32111,2023-05-27 04:14:00,false,AUTOMATIC,, 1,20,false,161P06M227,false,ON TIME,21734000,20,32111,true,UP,UP,DEPARTURE,32210,B
DEPARTURE,2023-05-27 04:52:00,,2023-05-27 04:52:00,38,,,true,10,42012,2023-05-27 04:14:00,false,AUTOMATIC,MGS, 2,05,false,864M781726,false,EARLY,52407529,05,42012,true,DOWN,DOWN,DEPARTURE,32581,
DEPARTURE,,,2023-05-27 04:10:00,4,,,true,8,88711,2023-05-27 04:14:00,false,AUTOMATIC,MK8,,05,false,886Y01C327,false,LATE,57120820,05,88711,true,UP,UP,DEPARTURE,88466,
DEPARTURE,2023-05-27 04:07:00,,2023-05-27 04:07:00,7,,,true,2,87701,2023-05-27 04:14:00,false,AUTOMATIC,, 3,88,false,629W09M227,false,LATE,22720000,88,87701,true,DOWN,DOWN,DEPARTURE,87704,F
DEPARTURE,,,2023-05-27 04:16:30,2,,,false,4,00000,2023-05-27 04:14:00,false,AUTOMATIC,MDU, 6,09,false,074L81CY26,false,EARLY,54606070,09,72021,true,UP,UP,DEPARTURE,72229,R
DEPARTURE,2023-05-27 04:09:00,,2023-05-27 04:09:30,5,,,true,1,57412,2023-05-27 04:14:00,false,AUTOMATIC,,,28,false,575B02M427,false,LATE,22270000,28,57412,true,DOWN,DOWN,DEPARTURE,57406,P
ARRIVAL,2023-05-27 04:12:00,,2023-05-27 04:12:00,4,,,true,,57403,2023-05-27 04:16:00,false,AUTOMATIC,, 7,28,true,575B02M427,false,LATE,22270000,28,57403,true,UP,UP,DESTINATION,,
DEPARTURE,,,2023-05-27 04:38:00,25,,,false,2,00000,2023-05-27 04:13:00,false,AUTOMATIC,MUB, 1,09,false,864M621427,false,EARLY,54606070,09,86495,true,UP,UP,DEPARTURE,86087,
DEPARTURE,2023-05-27 04:02:00,,2023-05-27 04:02:30,12,,,false,2,00000,2023-05-27 04:14:00,false,AUTOMATIC,, 3,86,false,745T24M427,false,LATE,25905000,86,74271,true,UP,UP,DEPARTURE,74260,U
DEPARTURE,,,2023-05-27 05:25:00,71,,,false,8,00000,2023-05-27 04:14:00,false,MANUAL,MIV,,05,false,494M34C027,false,EARLY,52407529,05,59127,,,,DEPARTURE,59021,
ARRIVAL,2023-05-27 04:17:00,,2023-05-27 04:16:30,1,,,false,2,00000,2023-05-27 04:15:00,false,AUTOMATIC,, 3,88,false,629W15M327,false,EARLY,22720000,88,62422,true,UP,UP,ARRIVAL,62423,
ARRIVAL,2023-05-27 04:18:00,,2023-05-27 04:15:00,0,,,true,,52051,2023-05-27 04:15:00,false,AUTOMATIC,, 2,30,true,879I26M327,false,ON TIME,22218000,30,52051,true,UP,UP,DESTINATION,,
ARRIVAL,2023-05-27 04:37:00,,2023-05-27 04:37:00,21,,,true,,73000,2023-05-27 04:16:00,false,AUTOMATIC,, 9,25,true,735D10M427,false,EARLY,25507005,25,73000,true,UP,UP,DESTINATION,,
ARRIVAL,,,2023-05-27 04:18:00,3,,,true,3,47412,2023-05-27 04:15:00,false,AUTOMATIC,,,21,false,521B98M327,false,EARLY,21911000,21,47412,true,,,ARRIVAL,47342,
DEPARTURE,2023-05-27 04:14:00,,2023-05-27 04:14:00,0,,,false,1,00000,2023-05-27 04:14:00,false,AUTOMATIC,, 1,30,false,879I28M427,false,ON TIME,22218000,30,52088,true,UP,UP,DEPARTURE,52084,
DEPARTURE,,,2023-05-27 04:21:30,6,,,true,3,52054,2023-05-27 04:15:00,false,AUTOMATIC,MKD,,09,false,174L88C926,false,EARLY,54606070,09,52054,true,DOWN,DOWN,DEPARTURE,52045,D
DEPARTURE,,,2023-05-27 04:21:00,7,,,true,11,16480,2023-05-27 04:14:00,false,AUTOMATIC,MJX,,05,false,156D97C127,false,EARLY,51426930,05,16480,true,UP,UP,DEPARTURE,23103,M
ARRIVAL,,,2023-05-27 06:27:30,132,,,true,132,65553,2023-05-27 04:15:00,false,AUTOMATIC,MM1,,54,false,663Q981926,false,EARLY,54761000,54,65553,true,,,ARRIVAL,65561,
ARRIVAL,2023-05-27 03:54:00,,2023-05-27 03:54:00,21,,,true,1,43211,2023-05-27 04:15:00,false,AUTOMATIC,MI9, 2,42,false,573Q81C926,false,LATE,52495112,42,43211,true,DOWN,DOWN,ARRIVAL,43222,
ARRIVAL,2023-05-27 04:55:00,,2023-05-27 04:55:00,97,,,true,,49139,2023-05-27 03:18:00,false,MANUAL,MKC,,54,true,664L292726,false,EARLY,55460180,54,49139,false,,,DESTINATION,,
ARRIVAL,2023-05-27 04:07:00,,2023-05-27 04:07:00,31,,,true,,49139,2023-05-27 03:36:00,false,MANUAL,MG5,,54,true,664L23C826,false,EARLY,55460180,54,49139,false,,,DESTINATION,,
ARRIVAL,,,2023-05-27 04:40:00,24,,,true,24,12001,2023-05-27 04:16:00,false,AUTOMATIC,MAK,,35,false,721S26M926,false,EARLY,23556003,35,12001,true,,,ARRIVAL,04838,
DEPARTURE,,,2023-05-27 04:31:30,17,,,false,11,00000,2023-05-27 04:14:00,false,AUTOMATIC,MKS,,09,false,494M45C227,false,EARLY,54606070,09,49223,true,UP,UP,DEPARTURE,49302,
ARRIVAL,2023-05-27 04:16:00,,2023-05-27 04:16:00,0,,,true,1,53223,2023-05-27 04:16:00,false,AUTOMATIC,, 1,88,false,451P79M327,false,ON TIME,22727100,88,53223,true,UP,UP,ARRIVAL,53227,
DEPARTURE,,,2023-05-27 04:28:30,14,,,false,4,00000,2023-05-27 04:14:00,false,AUTOMATIC,,,20,false,325J49M427,false,EARLY,21733000,20,31339,true,UP,UP,DEPARTURE,31510,S
ARRIVAL,2023-05-27 04:17:00,,2023-05-27 04:17:00,2,,,true,3,63201,2023-05-27 04:15:00,false,AUTOMATIC,, 4,88,false,879W08M227,false,EARLY,22729000,88,63201,true,DOWN,DOWN,ARRIVAL,62423,
DEPARTURE,2023-05-27 04:14:00,,2023-05-27 04:14:00,0,,,false,1,00000,2023-05-27 04:14:00,false,AUTOMATIC,, 3,88,false,629W13M327,false,ON TIME,22720000,88,63305,true,UP,UP,DEPARTURE,63405,F
ARRIVAL,2023-05-27 04:16:00,,2023-05-27 04:15:30,0,,,false,2,00000,2023-05-27 04:15:00,false,AUTOMATIC,, 3,88,false,629W13M327,false,ON TIME,22720000,88,63405,true,UP,UP,ARRIVAL,63451,
DEPARTURE,,,2023-05-27 04:25:00,11,,,true,7,86083,2023-05-27 04:14:00,false,AUTOMATIC,MN1, 1,54,false,866G141427,false,EARLY,54761100,54,86083,true,UP,UP,DEPARTURE,86080,M
DEPARTURE,2023-05-27 04:31:00,,2023-05-27 04:31:30,18,,,false,2,00000,2023-05-27 04:13:00,false,AUTOMATIC,,,88,false,535P041427,false,EARLY,22788002,88,53101,true,UP,UP,DEPARTURE,53104,
ARRIVAL,2023-05-27 04:33:00,,2023-05-27 04:33:30,18,,,true,18,53104,2023-05-27 04:15:00,false,AUTOMATIC,, 2,88,false,535P041427,false,EARLY,22788002,88,53104,true,UP,UP,ARRIVAL,53221,
DEPARTURE,,,2023-05-27 04:15:30,0,,,false,8,00000,2023-05-27 04:15:00,false,AUTOMATIC,,,88,false,629T01M427,false,ON TIME,22720000,88,62016,true,UP,UP,DEPARTURE,62201,F
DEPARTURE,,,2023-05-27 01:01:30,0,,,true,8,46261,2023-05-27 01:01:00,false,MANUAL,MMM,,40,false,486J251027,false,ON TIME,53693903,40,46261,true,,,DEPARTURE,46264,
