event_type,gbtt_timestamp,original_loc_stanox,planned_timestamp,timetable_variation,original_loc_timestamp,current_train_id,delay_monitoring_point,next_report_run_time,reporting_stanox,actual_timestamp,correction_ind,event_source,train_file_address,platform,division_code,train_terminated,train_id,offroute_ind,variation_status,train_service_code,toc_id,loc_stanox,auto_expected,direction_ind,route,planned_event_type,next_report_stanox,line_ind
DEPARTURE,,,2023-05-27 05:05:00,36,,,false,5,00000,2023-05-27 04:29:00,false,AUTOMATIC,,,25,false,813F05M427,false,EARLY,25470001,25,81606,true,DOWN,DOWN,DEPARTURE,81690,D
DEPARTURE,,,2023-05-27 06:32:30,124,,,false,7,00000,2023-05-27 04:28:00,false,AUTOMATIC,MM1,,54,false,663Q981926,false,EARLY,54761000,54,65707,true,UP,UP,DEPARTURE,65667,
DEPARTURE,,,2023-05-27 04:48:30,20,,,true,5,72007,2023-05-27 04:28:00,false,AUTOMATIC,MLC, 6,09,false,364L95C926,false,EARLY,54606070,09,72007,true,UP,UP,DEPARTURE,72021,S
ARRIVAL,,,2023-05-27 04:35:30,6,,,true,6,36501,2023-05-27 04:29:00,false,AUTOMATIC,,,65,false,365P47M427,false,EARLY,22112002,65,36501,true,,,ARRIVAL,36515,
DEPARTURE,2023-05-27 04:26:00,,2023-05-27 04:26:30,2,,,true,2,35325,2023-05-27 04:28:00,false,AUTOMATIC,, 4,71,false,401H77M327,false,LATE,22345000,71,35325,true,DOWN,DOWN,DEPARTURE,35321,E
DEPARTURE,,,2023-05-27 05:26:30,57,,,true,2,35591,2023-05-27 04:29:00,false,AUTOMATIC,MHT,,97,false,074M49C027,false,EARLY,52662690,97,35591,true,UP,UP,DEPARTURE,37001,M
DEPARTURE,2023-05-27 04:28:00,,2023-05-27 04:28:00,0,,,true,8,79791,2023-05-27 04:28:00,false,AUTOMATIC,, 2,25,false,791L01M327,false,ON TIME,25375002,25,79791,true,UP,UP,DEPARTURE,78608,M
ARRIVAL,2023-05-27 04:43:00,,2023-05-27 04:43:00,13,,,true,,54311,2023-05-27 04:30:00,false,AUTOMATIC,, 7,88,true,543C00M427,false,EARLY,22788002,88,54311,true,UP,UP,DESTINATION,,
DEPARTURE,,,2023-05-27 03:47:00,42,,,true,6,56550,2023-05-27 04:29:00,false,AUTOMATIC,MHQ,,97,false,154M52C027,false,LATE,52663390,97,56550,true,UP,UP,DEPARTURE,56585,F
DEPARTURE,,,2023-05-27 04:41:00,13,,,false,1,00000,2023-05-27 04:28:00,false,AUTOMATIC,MQK,,09,false,664O181427,false,EARLY,54606070,09,66230,true,UP,UP,DEPARTURE,66211,
DEPARTURE,2023-05-27 04:28:00,,2023-05-27 04:28:30,0,,,false,1,00000,2023-05-27 04:28:00,false,AUTOMATIC,, 3,88,false,629V11M427,false,ON TIME,22728000,88,62422,true,UP,UP,DEPARTURE,62423,F
DEPARTURE,,,2023-05-27 04:29:00,1,,,false,5,00000,2023-05-27 04:28:00,false,AUTOMATIC,,,88,false,629V11M427,false,EARLY,22728000,88,62423,true,UP,UP,DEPARTURE,63201,F
DEPARTURE,,,2023-05-27 04:44:00,16,,,false,4,00000,2023-05-27 04:28:00,false,AUTOMATIC,MKP,,42,false,116Z032327,false,EARLY,53693803,42,35204,true,UP,UP,DEPARTURE,35505,M
DEPARTURE,2023-05-27 03:17:00,,2023-05-27 03:17:30,71,,,true,3,42140,2023-05-27 04:28:00,false,AUTOMATIC,MAR, 6,09,false,494M53CZ26,false,LATE,54606070,09,42140,true,DOWN,DOWN,DEPARTURE,42015,M
ARRIVAL,,,2023-05-27 05:12:30,43,,,true,43,87121,2023-05-27 04:29:00,false,AUTOMATIC,MMW,,54,false,866G131327,false,EARLY,54761100,54,87121,true,,,ARRIVAL,87122,
ARRIVAL,2023-05-27 04:28:00,,2023-05-27 04:28:00,1,,,true,1,54001,2023-05-27 04:29:00,false,AUTOMATIC,, 4,88,false,542R98M427,false,LATE,21788001,88,54001,true,DOWN,DOWN,ARRIVAL,53501,
DEPARTURE,2023-05-27 04:28:00,,2023-05-27 04:28:00,0,,,false,1,00000,2023-05-27 04:28:00,false,AUTOMATIC,, 3,88,false,629T01M427,false,ON TIME,22720000,88,62203,true,UP,UP,DEPARTURE,62206,F
ARRIVAL,2023-05-27 04:50:00,,2023-05-27 04:50:00,20,,,true,,84139,2023-05-27 04:30:00,false,AUTOMATIC,, 6,25,true,845C40M427,false,EARLY,25474001,25,84139,true,DOWN,DOWN,DESTINATION,,6
DEPARTURE,2023-05-27 04:28:00,,2023-05-27 04:28:00,0,,,false,2,00000,2023-05-27 04:28:00,false,AUTOMATIC,, 1,30,false,879I28M427,false,ON TIME,22218000,30,52049,true,UP,UP,DEPARTURE,52051,
ARRIVAL,,,2023-05-27 05:06:30,36,,,true,36,32568,2023-05-27 04:30:00,false,AUTOMATIC,MGS,,05,false,864M781726,false,EARLY,52407529,05,32568,true,,,ARRIVAL,32549,
DEPARTURE,2023-05-27 04:44:00,,2023-05-27 04:44:00,16,,,true,2,87722,2023-05-27 04:28:00,false,AUTOMATIC,MLV, 0,54,false,863Q001826,false,EARLY,54761000,54,87722,true,DOWN,DOWN,DEPARTURE,87903,B
DEPARTURE,,,2023-05-27 04:30:00,1,,,true,3,56550,2023-05-27 04:29:00,false,AUTOMATIC,,,28,false,575C08M427,false,EARLY,22150007,28,56550,true,DOWN,DOWN,DEPARTURE,56524,F
ARRIVAL,,,2023-05-27 04:34:00,4,,,false,4,00000,2023-05-27 04:30:00,false,AUTOMATIC,,,88,false,625V13M427,false,EARLY,22788002,88,62203,true,,,ARRIVAL,62206,
DEPARTURE,,,2023-05-27 04:31:00,3,,,true,1,52226,2023-05-27 04:28:00,false,AUTOMATIC,MKD,10,09,false,174L88C926,false,EARLY,54606070,09,52226,true,DOWN,DOWN,DEPARTURE,50438,M
DEPARTURE,,,2023-05-27 04:29:30,1,,,true,6,18305,2023-05-27 04:28:00,false,AUTOMATIC,, 1,20,false,185B61M327,false,EARLY,11817020,20,18305,true,UP,UP,DEPARTURE,24108,P
DEPARTURE,,,2023-05-27 04:11:30,18,,,true,3,43328,2023-05-27 04:29:00,false,AUTOMATIC,MMQ,,54,false,516X41C027,false,LATE,51464880,54,43328,true,DOWN,DOWN,DEPARTURE,43326,M
DEPARTURE,,,2023-05-27 04:30:00,1,,,false,1,00000,2023-05-27 04:29:00,false,AUTOMATIC,,,33,false,735P04M427,false,EARLY,21381008,33,73108,true,UP,UP,DEPARTURE,73000,2
ARRIVAL,,,2023-05-27 04:25:00,5,,,true,1,32111,2023-05-27 04:30:00,false,AUTOMATIC,MCE,,05,false,156M26C926,false,LATE,52155420,05,32111,true,,,ARRIVAL,32117,
DEPARTURE,,,2023-05-27 05:12:00,43,,,false,2,00000,2023-05-27 04:29:00,false,AUTOMATIC,MGD,,54,false,494M04C227,false,EARLY,55460180,54,45109,true,DOWN,DOWN,DEPARTURE,45106,M
DEPARTURE,2023-05-27 04:29:00,,2023-05-27 04:29:00,1,,,false,1,00000,2023-05-27 04:28:00,false,AUTOMATIC,, 1,30,false,879I30M427,false,EARLY,22218000,30,52088,true,UP,UP,DEPARTURE,52084,
DEPARTURE,2023-05-27 04:29:00,,2023-05-27 04:29:00,0,,,true,6,70306,2023-05-27 04:29:00,false,AUTOMATIC,, 4,29,false,702N00M427,false,ON TIME,22209000,29,70306,true,DOWN,DOWN,DEPARTURE,70321,S
DEPARTURE,,,2023-05-27 04:35:30,7,,,true,1,36501,2023-05-27 04:28:00,false,AUTOMATIC,, 1,65,false,365P47M427,false,EARLY,22112002,65,36501,true,UP,UP,DEPARTURE,36515,H
ARRIVAL,2023-05-27 04:31:00,,2023-05-27 04:30:30,1,,,true,2,87219,2023-05-27 04:29:00,false,AUTOMATIC,,15,88,false,872L001427,false,EARLY,24749000,88,87219,true,UP,UP,ARRIVAL,87222,
DEPARTURE,2023-05-27 04:29:00,,2023-05-27 04:29:00,1,,,true,2,51004,2023-05-27 04:28:00,false,AUTOMATIC,, 1,79,false,512B01M427,false,EARLY,21936004,79,51004,true,UP,UP,DEPARTURE,51005,U
DEPARTURE,2023-05-27 04:29:00,,2023-05-27 04:29:00,0,,,true,1,30021,2023-05-27 04:29:00,false,AUTOMATIC,, 3,23,false,305S50M427,false,ON TIME,22974000,23,30021,true,UP,UP,DEPARTURE,30040,
ARRIVAL,,,2023-05-27 04:24:00,6,,,false,1,00000,2023-05-27 04:30:00,false,AUTOMATIC,,,88,false,629W09M227,false,LATE,22720000,88,87905,true,,,ARRIVAL,87909,
DEPARTURE,,,2023-05-27 05:49:30,80,,490R12C527,false,5,00000,2023-05-27 04:29:00,false,AUTOMATIC,MT5, 1,09,false,494R12C527,false,EARLY,54606070,09,49151,true,UP,UP,DEPARTURE,49225,U
DEPARTURE,,,2023-05-27 04:27:30,2,,,false,4,00000,2023-05-27 04:29:00,false,AUTOMATIC,,,25,false,851A50M726,false,LATE,25396002,25,74233,true,UP,UP,DEPARTURE,74023,
DEPARTURE,2023-05-27 04:29:00,,2023-05-27 04:29:00,0,,,true,5,51016,2023-05-27 04:29:00,false,AUTOMATIC,, 4,79,false,512D01M427,false,ON TIME,24936004,79,51016,true,UP,UP,DEPARTURE,51023,T
DEPARTURE,,,2023-05-27 05:12:30,43,,,true,2,87121,2023-05-27 04:29:00,false,AUTOMATIC,MMW, 1,54,false,866G131327,false,EARLY,54761100,54,87121,true,UP,UP,DEPARTURE,87122,M
DEPARTURE,,,2023-05-27 04:25:30,4,,,true,8,68151,2023-05-27 04:29:00,false,AUTOMATIC,,,25,false,813G111427,false,LATE,25390003,25,68151,true,UP,UP,DEPARTURE,68137,
DEPARTURE,2023-05-27 04:29:00,,2023-05-27 04:29:00,0,,,false,1,00000,2023-05-27 04:29:00,false,AUTOMATIC,, 2,80,false,882L011427,false,ON TIME,24658005,80,88697,true,DOWN,DOWN,DEPARTURE,88699,
DEPARTURE,,,2023-05-27 04:38:30,9,,,false,2,00000,2023-05-27 04:29:00,false,MANUAL,MG7,,54,false,494M13C926,false,EARLY,55460180,54,59135,,,,DEPARTURE,59133,
DEPARTURE,,,2023-05-27 04:28:00,2,,,true,8,16421,2023-05-27 04:30:00,false,AUTOMATIC,,,20,false,165P60M427,false,LATE,21734000,20,16421,true,DOWN,DOWN,DEPARTURE,16005,S
ARRIVAL,,,2023-05-27 04:30:00,0,,,true,1,88424,2023-05-27 04:30:00,false,AUTOMATIC,MJK,,42,false,883Q44C726,false,ON TIME,52495112,42,88424,true,,,ARRIVAL,88426,
DEPARTURE,2023-05-27 04:29:00,,2023-05-27 04:29:00,0,,,true,2,88721,2023-05-27 04:29:00,false,AUTOMATIC,, 0,88,false,889P90M427,false,ON TIME,22761000,88,88721,true,UP,UP,DEPARTURE,88711,
DEPARTURE,,,2023-05-27 04:38:30,10,,527V53C327,true,2,73663,2023-05-27 04:28:00,false,AUTOMATIC,MMG, 3,09,false,526V53C327,false,EARLY,57622972,09,73663,true,DOWN,DOWN,DEPARTURE,73775,
DEPARTURE,2023-05-27 05:14:00,,2023-05-27 05:14:00,6,,,true,2,00000,2023-05-27 05:08:00,false,AUTOMATIC,,,33,false,885U22M527,false,EARLY,21383208,33,88530,true,DOWN,DOWN,DEPARTURE,88529,
ARRIVAL,,,2023-05-27 05:16:00,7,,,true,7,53401,2023-05-27 05:09:00,false,AUTOMATIC,MK7,,05,false,736E70C327,false,EARLY,56161420,05,53401,true,,,ARRIVAL,53233,
DEPARTURE,,,2023-05-27 05:17:00,8,,,true,2,17135,2023-05-27 05:09:00,false,AUTOMATIC,MPJ,,54,false,176D89C427,false,EARLY,51464580,54,17135,true,UP,UP,DEPARTURE,17136,B
DEPARTURE,2023-05-27 05:08:00,,2023-05-27 05:08:00,0,,,false,1,00000,2023-05-27 05:08:00,false,AUTOMATIC,, 1,30,false,879I34M427,false,ON TIME,22218000,30,52078,true,UP,UP,DEPARTURE,52074,
ARRIVAL,2023-05-27 05:10:00,,2023-05-27 05:09:30,0,,,false,1,00000,2023-05-27 05:09:00,false,AUTOMATIC,, 1,84,false,872U04M527,false,ON TIME,24671105,84,87126,true,UP,UP,ARRIVAL,87119,
DEPARTURE,,,2023-05-27 05:50:00,42,,,false,1,00000,2023-05-27 05:08:00,false,AUTOMATIC,MHU,,97,false,774M38C227,false,EARLY,52663490,97,65908,true,UP,UP,DEPARTURE,65823,S
DEPARTURE,2023-05-27 05:09:00,,2023-05-27 05:09:00,1,,,true,4,86301,2023-05-27 05:08:00,false,AUTOMATIC,, 1,84,false,862T14M527,false,EARLY,24631204,84,86301,true,UP,UP,DEPARTURE,86248,
ARRIVAL,,,2023-05-27 05:09:30,0,,,true,1,33088,2023-05-27 05:09:00,false,AUTOMATIC,,,23,false,321N50M427,false,ON TIME,12362822,23,33088,true,,,ARRIVAL,33102,
DEPARTURE,,,2023-05-27 05:22:00,14,,,true,4,42012,2023-05-27 05:08:00,false,AUTOMATIC,, 1,23,false,325H40M427,false,EARLY,12974820,23,42012,true,UP,UP,DEPARTURE,42015,
ARRIVAL,2023-05-27 04:57:00,,2023-05-27 04:57:00,13,,,true,1,17132,2023-05-27 05:10:00,false,AUTOMATIC,,15,27,false,185S29M427,false,LATE,22185002,27,17132,true,DOWN,DOWN,ARRIVAL,17117,
DEPARTURE,,,2023-05-27 04:01:00,67,,,true,2,32000,2023-05-27 05:08:00,false,AUTOMATIC,MAR,14,09,false,494M53CZ26,false,LATE,54606070,09,32000,true,DOWN,DOWN,DEPARTURE,33087,D
ARRIVAL,,,2023-05-27 05:17:00,8,,,false,8,00000,2023-05-27 05:09:00,false,AUTOMATIC,,,84,false,875S07M527,false,EARLY,24676004,84,87216,true,,,ARRIVAL,87215,
DEPARTURE,,,2023-05-27 05:09:30,1,,,false,2,00000,2023-05-27 05:08:00,false,AUTOMATIC,,,88,false,542B00M527,false,EARLY,21724000,88,54245,true,DOWN,DOWN,DEPARTURE,54238,S
DEPARTURE,2023-05-27 05:08:00,,2023-05-27 05:08:00,0,,,true,7,86424,2023-05-27 05:08:00,false,AUTOMATIC,, 2,88,false,861N94M527,false,ON TIME,24744000,88,86424,true,DOWN,DOWN,DEPARTURE,86343,P
DEPARTURE,2023-05-27 05:08:00,,2023-05-27 05:08:30,0,,,false,2,00000,2023-05-27 05:08:00,false,AUTOMATIC,, 1,88,false,879W14M427,false,ON TIME,22729000,88,87244,true,UP,UP,DEPARTURE,63633,
ARRIVAL,2023-05-27 05:15:00,,2023-05-27 05:15:30,6,,,true,9,59241,2023-05-27 05:09:00,false,AUTOMATIC,, 2,27,false,595V03M527,false,EARLY,22185003,27,59241,true,DOWN,DOWN,ARRIVAL,59022,
DEPARTURE,,,2023-05-27 04:57:30,10,,,false,3,00000,2023-05-27 05:07:00,false,MANUAL,,,28,false,555M06M427,false,LATE,22270000,28,34022,,,,DEPARTURE,34011,
ARRIVAL,,,2023-05-27 05:24:00,15,,,false,15,00000,2023-05-27 05:09:00,false,AUTOMATIC,MLV,,54,false,863Q001826,false,EARLY,54761000,54,87939,true,,,ARRIVAL,87687,
ARRIVAL,2023-05-27 05:10:00,,2023-05-27 05:10:00,1,,,true,1,87169,2023-05-27 05:09:00,false,AUTOMATIC,, 1,84,false,872O01M427,false,EARLY,24671505,84,87169,true,UP,UP,ARRIVAL,87271,
DEPARTURE,,,2023-05-27 05:34:00,25,,,true,5,74329,2023-05-27 05:09:00,false,AUTOMATIC,MMA,,09,false,766A85C227,false,EARLY,57622970,09,74329,true,UP,UP,DEPARTURE,74327,R
DEPARTURE,,,2023-05-27 05:31:30,23,,,true,10,50049,2023-05-27 05:08:00,false,AUTOMATIC,MLH, 2,09,false,424L82C926,false,EARLY,54606070,09,50049,true,DOWN,DOWN,DEPARTURE,49302,D
DEPARTURE,2023-05-27 04:51:00,,2023-05-27 04:51:00,17,,,true,4,88254,2023-05-27 05:08:00,false,AUTOMATIC,, 1,88,false,885D02M427,false,LATE,24788005,88,88254,true,UP,UP,DEPARTURE,88249,
DEPARTURE,,,2023-05-27 04:22:00,47,,,true,,57458,2023-05-27 05:09:00,false,AUTOMATIC,MHQ,,97,false,154M52C027,false,LATE,52663390,97,57458,true,DOWN,DOWN,DEPARTURE,57459,M
DEPARTURE,,,2023-05-27 06:15:00,66,,,false,1,00000,2023-05-27 05:09:00,false,AUTOMATIC,,,60,false,075M71M527,false,EARLY,13562015,60,07420,true,DOWN,DOWN,DEPARTURE,07414,
DEPARTURE,,,2023-05-27 05:08:00,0,,,false,1,00000,2023-05-27 05:08:00,false,AUTOMATIC,, 1,80,false,885V08M427,false,ON TIME,24653005,80,88411,true,UP,UP,DEPARTURE,88410,
ARRIVAL,2023-05-27 05:13:00,,2023-05-27 05:13:00,3,,,true,5,04303,2023-05-27 05:10:00,false,AUTOMATIC,, 8,60,false,045J53M527,false,EARLY,13561015,60,04303,true,DOWN,DOWN,ARRIVAL,04291,
ARRIVAL,2023-05-27 05:10:00,,2023-05-27 05:10:00,0,,,true,1,73663,2023-05-27 05:10:00,false,AUTOMATIC,, 3,33,false,739T06M427,false,ON TIME,21381001,33,73663,true,DOWN,DOWN,ARRIVAL,73770,
ARRIVAL,2023-05-27 05:10:00,,2023-05-27 05:09:30,0,,,false,1,00000,2023-05-27 05:09:00,false,AUTOMATIC,, 1,84,false,862L10M427,false,ON TIME,24629204,84,86045,true,UP,UP,ARRIVAL,86042,
ARRIVAL,2023-05-27 05:11:00,,2023-05-27 05:10:30,1,,,true,2,50223,2023-05-27 05:09:00,false,AUTOMATIC,, 1,21,false,502F01M427,false,EARLY,21939001,21,50223,true,UP,UP,ARRIVAL,50227,
DEPARTURE,,,2023-05-27 05:10:00,1,,,true,4,22061,2023-05-27 05:09:00,false,AUTOMATIC,MJX,,05,false,156D97C127,false,EARLY,51426930,05,22061,true,UP,UP,DEPARTURE,22015,E
ARRIVAL,2023-05-27 05:10:00,,2023-05-27 05:10:00,2,,,true,,08712,2023-05-27 05:08:00,false,MANUAL,,,60,true,085A19M427,false,EARLY,13568015,60,08712,false,,,DESTINATION,,
DEPARTURE,,,2023-05-27 05:09:30,1,,,true,4,04718,2023-05-27 05:08:00,false,AUTOMATIC,,,60,false,045P09M527,false,EARLY,23576003,60,04718,true,UP,UP,DEPARTURE,04641,P
ARRIVAL,2023-05-27 05:11:00,,2023-05-27 05:11:00,1,,,true,,87201,2023-05-27 05:10:00,false,AUTOMATIC,, 9,88,true,872B01M527,false,EARLY,24782000,88,87201,true,UP,UP,DESTINATION,,
DEPARTURE,,,2023-05-27 05:09:00,1,,,false,2,00000,2023-05-27 05:08:00,false,AUTOMATIC,,,80,false,882F90M527,false,EARLY,24655005,80,88410,true,UP,UP,DEPARTURE,88412,6
DEPARTURE,2023-05-27 05:08:00,,2023-05-27 05:08:00,0,,,true,4,51602,2023-05-27 05:08:00,false,AUTOMATIC,,,79,false,515R02M527,false,ON TIME,25936005,79,51602,true,UP,UP,DEPARTURE,52702,
DEPARTURE,2023-05-27 05:09:00,,2023-05-27 05:09:00,1,,,true,1,87568,2023-05-27 05:08:00,false,AUTOMATIC,, 4,30,false,879I36M527,false,EARLY,22218000,30,87568,true,UP,UP,DEPARTURE,87566,
DEPARTURE,,,2023-05-27 05:29:00,20,,,false,1,00000,2023-05-27 05:09:00,false,AUTOMATIC,,,27,false,595P00M527,false,EARLY,22185003,27,59243,true,UP,UP,DEPARTURE,59246,F
DEPARTURE,,,2023-05-27 05:09:30,1,,,true,1,33088,2023-05-27 05:08:00,false,AUTOMATIC,, 2,23,false,321N50M427,false,EARLY,12362822,23,33088,true,DOWN,DOWN,DEPARTURE,33102,
DEPARTURE,,,2023-05-27 05:08:30,1,,,true,2,32515,2023-05-27 05:09:00,false,AUTOMATIC,,,65,false,321A04M527,false,LATE,22108001,65,32515,true,UP,UP,DEPARTURE,32525,F
ARRIVAL,2023-05-27 05:12:00,,2023-05-27 05:12:00,2,,,true,,73778,2023-05-27 05:10:00,false,AUTOMATIC,, 1,86,true,735H23M427,false,EARLY,25905000,86,73778,true,DOWN,DOWN,DESTINATION,,
ARRIVAL,2023-05-27 05:10:00,,2023-05-27 05:09:30,0,,,false,1,00000,2023-05-27 05:09:00,false,AUTOMATIC,, 2,88,false,889P91M527,false,ON TIME,22761000,88,88705,true,DOWN,DOWN,ARRIVAL,88709,
ARRIVAL,2023-05-27 05:09:00,,2023-05-27 05:09:30,0,,,true,1,51013,2023-05-27 05:09:00,false,AUTOMATIC,, 3,79,false,513B02M527,false,ON TIME,22936004,79,51013,true,DOWN,DOWN,ARRIVAL,51011,
ARRIVAL,2023-05-27 05:11:00,,2023-05-27 05:10:30,1,,,true,3,63629,2023-05-27 05:09:00,false,AUTOMATIC,,,88,false,629V11M427,false,EARLY,22728000,88,63629,true,UP,UP,ARRIVAL,63633,
ARRIVAL,,,2023-05-27 05:13:30,4,,,true,4,88317,2023-05-27 05:09:00,false,AUTOMATIC,,,80,false,885V04M427,false,EARLY,24653005,80,88317,true,,,ARRIVAL,88321,
ARRIVAL,2023-05-27 05:11:00,,2023-05-27 05:11:30,2,,,true,4,67116,2023-05-27 05:09:00,false,MANUAL,,,25,false,813G111427,false,EARLY,25390003,25,67116,false,,,ARRIVAL,67195,
ARRIVAL,,,,0,,,false,,,2023-05-27 05:09:00,false,AUTOMATIC,,,60,false,075F00M527,true,OFF ROUTE,13560015,60,06354,,,,ARRIVAL,,
DEPARTURE,2023-05-27 05:09:00,,2023-05-27 05:09:00,1,,,true,2,51001,2023-05-27 05:08:00,false,AUTOMATIC,, 2,79,false,512B03M527,false,EARLY,21936004,79,51001,true,UP,UP,DEPARTURE,50499,U
DEPARTURE,2023-05-27 05:09:00,,2023-05-27 05:09:00,1,,,true,4,87601,2023-05-27 05:08:00,false,AUTOMATIC,, 1,80,false,882E07M527,false,EARLY,24659005,80,87601,true,DOWN,DOWN,DEPARTURE,88409,1
DEPARTURE,,,2023-05-27 05:06:00,3,,,true,4,84135,2023-05-27 05:09:00,false,AUTOMATIC,,,25,false,731C50M926,false,LATE,25396002,25,84135,true,DOWN,DOWN,DEPARTURE,84139,D
ARRIVAL,,,2023-05-27 05:09:30,0,,,true,1,86031,2023-05-27 05:09:00,false,AUTOMATIC,MN1,,54,false,866G141427,false,ON TIME,54761100,54,86031,true,,,ARRIVAL,86022,
DEPARTURE,,,2023-05-27 05:09:00,0,,,true,2,54304,2023-05-27 05:09:00,false,AUTOMATIC,,,88,false,545C00M527,false,ON TIME,21788001,88,54304,true,UP,UP,DEPARTURE,54311,E
DEPARTURE,,,2023-05-27 07:34:30,145,,,true,3,66510,2023-05-27 05:09:00,false,AUTOMATIC,MCY, 4,42,false,744Q031926,false,EARLY,53693803,42,66510,true,DOWN,DOWN,DEPARTURE,66509,
DEPARTURE,2023-05-27 05:09:00,,2023-05-27 05:09:00,1,,,true,4,55247,2023-05-27 05:08:00,false,AUTOMATIC,, 3,28,false,552E01M527,false,EARLY,22832000,28,55247,true,DOWN,DOWN,DEPARTURE,55495,N
ARRIVAL,,,2023-05-27 05:11:30,2,,,false,2,00000,2023-05-27 05:09:00,false,AUTOMATIC,,,30,false,873C01M427,false,EARLY,22216001,30,87626,true,,,ARRIVAL,87643,
DEPARTURE,,,,0,,,false,,,2023-05-27 05:09:00,false,AUTOMATIC,,,86,false,745T25M427,true,OFF ROUTE,25905000,86,73255,,,,DEPARTURE,,
DEPARTURE,,,2023-05-27 05:07:00,1,,,false,2,00000,2023-05-27 05:08:00,false,AUTOMATIC,, 2,20,false,165P60M427,false,LATE,21734000,20,15876,true,DOWN,DOWN,DEPARTURE,15701,M
DEPARTURE,,,2023-05-27 05:09:30,0,,,true,3,87704,2023-05-27 05:09:00,false,AUTOMATIC,, 5,88,false,629W13M327,false,ON TIME,22720000,88,87704,true,DOWN,DOWN,DEPARTURE,87801,
ARRIVAL,,,2023-05-27 05:10:30,0,,,true,1,87903,2023-05-27 05:10:00,false,AUTOMATIC,,,25,false,872G47M527,false,ON TIME,25521007,25,87903,true,,,ARRIVAL,87905,
DEPARTURE,,,2023-05-27 05:17:30,8,,,true,4,49014,2023-05-27 05:09:00,false,AUTOMATIC,MQE, 2,54,false,494M07C427,false,EARLY,55460180,54,49014,true,DOWN,DOWN,DEPARTURE,49011,D
DEPARTURE,2023-05-27 05:09:00,,2023-05-27 05:09:00,1,,,true,5,89501,2023-05-27 05:08:00,false,AUTOMATIC,, 2,80,false,892P041527,false,EARLY,24604004,80,89501,true,UP,UP,DEPARTURE,89149,2
DEPARTURE,,,2023-05-27 05:51:00,42,,,true,3,65823,2023-05-27 05:09:00,false,AUTOMATIC,MHU,,97,false,774M38C227,false,EARLY,52663490,97,65823,true,UP,UP,DEPARTURE,65825,
DEPARTURE,,,2023-05-27 05:27:00,18,,,true,1,88466,2023-05-27 05:09:00,false,AUTOMATIC,MPL, 2,54,false,886M39C427,false,EARLY,51464580,54,88466,true,UP,UP,DEPARTURE,88438,U
DEPARTURE,,,2023-05-27 05:06:30,3,,,false,4,00000,2023-05-27 05:09:00,false,AUTOMATIC,,,27,false,651V01M527,false,LATE,22333000,27,65908,true,DOWN,DOWN,DEPARTURE,65923,
DEPARTURE,2023-05-27 05:09:00,,2023-05-27 05:09:00,1,,,true,5,64317,2023-05-27 05:08:00,false,AUTOMATIC,, 2,71,false,642J00M527,false,EARLY,22335000,71,64317,true,DOWN,DOWN,DEPARTURE,64401,
DEPARTURE,,,2023-05-27 04:48:00,20,,,true,,81305,2023-05-27 05:08:00,false,AUTOMATIC,, 1,25,false,815C66M427,false,LATE,25462001,25,81305,true,DOWN,DOWN,DEPARTURE,81304,1
ARRIVAL,2023-05-27 05:10:00,,2023-05-27 05:09:30,0,,,true,1,51531,2023-05-27 05:09:00,false,AUTOMATIC,, 5,79,false,512D01M427,false,ON TIME,24936004,79,51531,true,UP,UP,ARRIVAL,52702,
DEPARTURE,2023-05-27 05:11:00,,2023-05-27 05:11:00,2,,,true,4,03140,2023-05-27 05:09:00,false,MANUAL,,,60,false,035K24M527,false,EARLY,23587003,60,03140,false,,,DEPARTURE,03149,
DEPARTURE,,,2023-05-27 05:11:30,2,,,false,3,00000,2023-05-27 05:09:00,false,AUTOMATIC,, 2,30,false,873C01M427,false,EARLY,22216001,30,87626,true,DOWN,DOWN,DEPARTURE,87643,
ARRIVAL,2023-05-27 05:10:00,,2023-05-27 05:09:30,1,,,true,1,52074,2023-05-27 05:10:00,false,AUTOMATIC,, 1,30,false,879I34M427,false,LATE,22218000,30,52074,true,UP,UP,ARRIVAL,87660,U
DEPARTURE,,,2023-05-27 05:17:00,8,,,false,1,00000,2023-05-27 05:09:00,false,AUTOMATIC,, 2,84,false,875S07M527,false,EARLY,24676004,84,87216,true,UP,UP,DEPARTURE,87215,W
DEPARTURE,2023-05-27 05:09:00,,2023-05-27 05:09:30,0,,,true,9,70306,2023-05-27 05:09:00,false,AUTOMATIC,, 4,29,false,702N02M427,false,ON TIME,22209000,29,70306,true,DOWN,DOWN,DEPARTURE,70321,S
DEPARTURE,2023-05-27 05:09:00,,2023-05-27 05:09:00,0,,,true,1,52084,2023-05-27 05:09:00,false,AUTOMATIC,, 6,30,false,529I37M427,false,ON TIME,22215003,30,52084,true,DOWN,DOWN,DEPARTURE,52088,D
DEPARTURE,,,2023-05-27 05:10:00,1,,,false,2,00000,2023-05-27 05:09:00,false,AUTOMATIC,,,88,false,532F03M527,false,EARLY,21724000,88,53250,true,UP,UP,DEPARTURE,53241,H
DEPARTURE,,,2023-05-27 05:16:00,7,,,true,1,53401,2023-05-27 05:09:00,false,AUTOMATIC,MK7, 3,05,false,736E70C327,false,EARLY,56161420,05,53401,true,DOWN,DOWN,DEPARTURE,53233,S
